ref,text
396,Гарна доля з колгоспного поля.
396,"Робота спільна, як пісня весільна."
396,"В колективі працювати --у достатку проживати,"
396,"Щасливо там жити, де гуртом робити,"
396,"Добре там живеться, де гуртом сіється й ореться, ."
397,"В колективі гарно жити -є що їсти, є що пити, радісно гуртом робити."
397,"Краще робити гуртом в колективі, як самому на малій ниві."
397,Що зробить колектив - одному й не присниться.
397,"Тоді добре заживем, як в колгосп усі пі-"
397,"Щоб лиха не знати, треба спільним плугом спільне поле орати. -"
397,"Хто про спільне господарство не дбає, той сам себе розоряє."
397,"Щоб межі не знать, треба в колектив вступать."
397,"У колективі нічиєї межі не переореш,"
397,"Щоб глитайні не піддатись -- у колгоспи, нум, єднатись!"
397,"У колгоспі добре жити, бо не треба куркулям робити."
398,Не стій на заваді колгоспній громаді!
398,"Бідняцький актив заснував колектив,"
398,"Бідним -- на радість, багатим --на страх, з'єднались в артіль ми «Ленінський шлях»,"
398,В колектив іде охоче весь бідняцький люд робочий.
398,"Де колись були бур'яни, там тепер широкі лани."
398,"Де раніш була панська земля, шумлять урожаєм колгоспні поля."
398,До колгоспу вступив -собі добре зробив.
398,"Пропав пан -- золотиться лан, землю трактор крає -- селянин співає."
398,Всі ниви вкрили колективи.
398,Гарна нива тільки в колектива.
398,"Аж радіємо, як колгоспні лани сіємо."
398,"Де колгоспи сіють, там поля веселіють."
399,Зруйнували панське кубло -- збудували колгоспне село.
399,"Де було колись болото, там колгоспний хліб, мов злото."
399,"За царату на межі брав брат брата на ножі, колгосп межі зарівняв -- їх брат брата обійняв."
399,Як колгосп заклали -- межі розорали.
399,"Живи, не тужи- нема тепер межі."
399,Без панів сієм - колективно багатієм.
399,В полі робим без межі--є у кожного в діжі.
399,"Межі трактором зрівняли-- зерна тоннами набрали,"
399,"Колись з торбою ходив із села до міста, а в колгоспі маю я звання тракториста."
399,"Доки одноосібно працював, добра не знав."
399,"Одноосібно жить -- сльози лить,"
400,Як у колгоспі робити стала --вся біда пропала.
400,Як бідняки в колгосп зійшлися -- зразу й злиднів позбулися.
400,"Раніше жив --латками трусив, у колгосп пішов -життя знайшов."
400,"Раніш гірко жилось -- горе в хвості плелось, а як в колгосп вступив - горю на хвіст наступив."
400,Не кланяюсь багачу -- своє жито молочу.
400,Добре тепер стали жити -- стали ми в гурті робити.
400,"Де колектив робить, там більше родить."
400,Колгоспна сила біду зломила.
400,Колгосп - великий чоловік.
400,Колектив у гурті та в дружній роботі.
400,На колгоспівський лан вже не посунеться
400,Нема в селі куркулів -колгоспний лан щастям зацвів.
401,Як не стало куркуля --тепер паша вся земля.
401,"Вивернули куркулеві кожух,"
401,"Куркуль павутину мотав, та сам від того сконав,"
401,"Куркуль наживав не своїм горбом, а чужим трудом."
401,Від колгоспу бідпим прибиль -- куркулям усім погибель.
401,"Спродується, як куркуль перед колективізацією."
401,"На куркуля СОЗ, як у маю на городину мороз."
401,"Куркуль дметься на колгосп, бо в ньому батрак завгосп."
401,Бідняцькій владі куркулі не раді.
401,"Куркулі, як вовки, блукають, в колгоспні двори заглядають."
401,"Куркуль куркуля бачить здаля,"
401,П'явка та куркуль одну роботу роблять.
402,"Що куркуль, що вовк -- все одної!"
402,Хто з глитаїв хліба не таїв!
402,"Бідкається, як куркуль перед хлібозаготів»"
402,"""Надів куркуль сірячок -- вдає, що він біднячок."
402,Куркульському сіряку не вір.
402,Куркульського гада бережися ззаду!
402,"Куркуля слова ласкаві, та думки лукаві,"
402,"Казав куркуль: «Кожух дам»,-та слово його тепле."
402,Не бути голубом кобрі-- не бути багачеві добрим.
402,"Куркуль, як різник: де натрапить, усюди шкуру здере."
402,"Куркуль лисом підшитий, а псом підбитий."
402,"Не вір куркулеві ніколи, бо лишишся голий."
402,Ворогова порада -- так і знай -- зрада.
403,На куркульську брехню оренди немає.
403,Куркуль каже на глум - не беріть на ум.
403,Куркульським сльозам не вірі!
403,"Куркуля, як придушиш, то він кається, а потім знову за своє хапається."
403,"Проліз куркуль у артіль, та вилетів і звідтіль."
403,Не випити курці глибокую річку -- не зірваги куркулеве нащу п'ятирічку.
403,Прийшлося куркулеві голосу у півня позичати!
403,"Зникли куркулі, як бульки на воді."
403,"Куркуль як не п'явся, а перед біднотою подався."
403,Куркуля прогнали --заможними стали.
403,Куркулів позбулися - непогано розжилися.
404,Кооператив куркулям життя вкоротив.
404,"Сіємо ми спільно на колгоспівських ланах, а як пан ітиме -- дамо по зубах."
404,"Ворога за печінку шкребе, що колгоспний лан цвіте."
404,"Взяло, як глитая за живіт."
404,Наша власть -- куркулям зась.
404,Одізвались куркулеві бідняцькії сльози!
404,Показали двері глитаю - зажерії!
404,Відколи глитаїв не стало--їмо всі ми хліб і сало.
404,У колгоспну пору пішло життя вгору.
404,На колгоспному току густо--ї в коморі не пусто.
404,За колгосп дбатимеш - достаток матимеш.
404,"Колгосп -наша кревна справа, у колгоспі хліб, як лава,"
405,"Гляди колгоспи, як своє, бо там життя усе твоє."
405,Моє чи твоє - у колективі не годиться.
405,У колективі чужої роботи немає.
405,Колгосп міцніє -- серце радіє.
405,"Аж серце радіє, як колгосп міцдніє!"
405,Розцвітає наша доля на колгоспнім полі.
405,Леніна слова збуваються: колгоспи живуть - розвиваються.
405,Про нас партія подбала--кадри у село послала.
405,Радянській владі колгоспники раді.
405,По новому «Уставу» живемо на славу.
405,Колгоспний двір усякому двору примір.
405,"В жнива день рік годує, а коли він колгоспний - то й два."
406,"З колгоспних полів хліб збираємо не пудами, а тоннами."
406,"Як по-ленінські робить, у колгоспі добре жить."
406,"У колгоспі працюєш -- ніколи не горюєш,"
406,"У колгоспі проживаєм, всього вдосталь маєм."
406,В хорошому колгоспі хороше й живеться.
406,"В нас рос.е шовковий колос, бо лунає один голос."
406,"Працювала я на пана -- сльози проливала, а тепер я у колгоспі пісню заспівала."
406,У колгоспі працюємо--багато пісень чуємо.
406,"Минулось, коли я поганяв та сльози втирав,-тепер поганяю і співаю."
406,Я працюю в колективі на ланах--в мене пісня розцвітає на устах.
406,"Укрупнені артілі показують себе на ділі,"
407,Колгосп головою міцний.
407,"Де хороший голова, там колгоспу слава."
407,"Де керівник гарний, там робітник справний."
407,"Як керівники в колгоспі хороші, то будуть у колгоспників хліб і гроші."
407,"Колгоспом керувати -- не в холодку лежати: треба мало спать, рано встать, всьому лад дать."
407,Зобов'язався словом -- закріпи ділом.
407,Найкраще в роботі слово: «Готово».
407,"Роби так: що в плані, те й на лані - добре буде."
407,Які плани-- така й праця.
407,Хочеш порядок мати - треба критику й самокритику розгортати.
407,З хорошим бригадиром -- що з радянським командиром.
408,Бригадир - у колгоспі командир.
408,"У полі бригадир, як у полку командир."
408,"Бригадир у полі, як капітан на морі."
408,"Як бригадир рано встає, то й порядок є."
408,Бригада бригадиром славиться.
408,"Як у бригаді лад, то кожний рад."
408,"Наша бригада - дружна громада, а наш бригадир--як на фронті командир. |"
408,"Як на своєму місці бригадир, то і між людьми лад і мир."
408,В умілого бригадира завжди все до діла.
408,В умілого бригадира руки не болять.
408,"Як бригадир не спить -- 1 діло йде, горить."
408,"Путній бригадир із степу останній іде,"
409,"Бригадир не вірить, поки не перевірить."
409,Бригада моя --як дружна сім'я.
409,"Для моєї бригади чи поганий, чи добрий май, а хліб родить, як гай."
409,Як бригадир порядкує -- так бригада і пра-
409,"Як працюєш на пришкільній ділянці, так працюватимеш і в ланці."
409,"Ланка відома героїнею ланковою, а колгосп -героєм головою."
409,"Яка ланка, така й ділянка."
409,"Де добра ланка, там і оброблена ділянка."
409,"Де добре робить ланка, там чиста й хороша ділянка."
409,«Ланкова гарна --її ланка ударна.
409,"Хочеш бути ланковою, подружися з техні-"
409,"Як добра ланкова, то Й ланка не крива,"
410,"Як ланка робить, так і земля родить."
410,"Де дружна ланка, там добрий урожай."
410,"Де передовик ходить, там хліб родить."
410,Була б лиш охота-- наладиться кожна робота. !
410,Була б охота -- піде на лад всяка робота.
410,"Аби дружний колгосп, то урожай буде."
410,Не скуби з колгоспу й кришки -- добийсь працею надвишки.
410,"Борись за урожай, а не за гектари."
410,"Бережись, щоб комора не знала перебора."
410,Як за економію дбатимеш --стільки й матимеш.
410,"Нащо й клад, як у колгоспі ладі"
410,"Де в колгоспі лад, охота, там скора робота."
410,"Там, де добре працюють колгоспники, трактористи й комбайнери, там колгосп -- міліонер,"
411,У доброму колгоспі і на недобрій землі родить.
411,"Як буде артіль робити, так буде і земля родити."
411,Щоб добре жити -- треба чесно в колгоспі робити.
411,"Хто в колгоспі робить, той голоден не ходить."
411,В працьовитім колективі всі заможні і щасливі.
411,Який колгосп - такий доход.
411,"Не хвались, як ідеш в поле, а хвались, як ідеш з поля."
411,"На роботу з радістю, а з роботи з гордістю."
411,"Як будеш ти працювати, прийде доля аж до хати."
411,"Коли хочеш заможно жити, треба чесно в колгоспі робити."
411,"Як у колгоспі скорий, то буде хліб в коморі."
411,"На машину надійся, а сам не плошай.,"
412,Колгоспне діло роби сміло.
412,"Пильнуй колгоспної худоби, як свого ока в лобі."
412,Про худобу артілі думай в будень і в неділю.
412,Який керівник -- такий корівник.
412,Будуть на фермі корма -- не страшна зима.
412,Буде корм -буде й молоко.
412,Про корма дбатимеш -- м'ясо і молоко матимеш.
412,В гарній артілі й худоба в тілі.
412,Силос силосувати --не буде худоба голодувати.
412,Більше силосу --більше молока й м'яса.
412,Молоко прибуде --як силос буде.
412,"Більше молока давай -- Америку доганяй,"
413,"У хорошого свинаря і свинка, як картинка."
413,Не лякайся туманів -виїжджай у поле зарані.
413,Розпочалися жнива -- закачуй рукава.
413,Біліє колос--давай жатці голос.
413,Розпочалися жнива - обудь скупішим на слова.
413,"Ціни в жнива хвилину більше, ніж взимку годину."
413,Як з жнивами прозівав -- рік даремно працював.
413,Поки зерно в колоску --не засиджуйсь в холодку.
413,Підійми всяк колосок --3 колосків росте мішок.
413,"Де зорано і зібрано впору, кілограм там пішов угору."
413,Як робота добре йде --то молотарка гуде.
414,Молотіть та не губіть-- собі шкоди не робіть.
414,"Коли буде критий тік, не пустуватиме засік."
414,"Щоб довести зерно до толку, треба критого току."
414,"Як жнива закінчиш впору, буде що возить в комору."
414,Змарнуєш робочу хвилину -- попрацюєш не одну днину.
414,"Де колгоспник не ходить, там і ділянка не родить."
414,"Трудодень--одиниця, та за ним хліба копиця."
414,! Трудодень хлібом красний.
414,"Хто більше трудоднів заробляє, той хліб"
414,"Як попрацюємо в колгоспі день у день, заможний вийде нам на осінь трудодень."
414,"У нас так: як дбаєш, стільки й трудоднів маєш."
414,"Як за трудодень дбаєш, так і маєш."
415,"Знай, що кожний трудодень до багатства нас веде."
415,Хто встає раненько -- має трудоднів багатенько.
415,"Де в пошані трудодні, нема ліньків та гульні."
415,Без трудоднів не їстимеш пирогів.
415,"Трудодні не підведуть, скажуть -- хто ударник, а хто плут."
415,"Передовика скрізь з повагою приймають, а ледарів і п'яниць виганяють."
415,"Працюй ударно--дні пройдуть не марно,"
415,По-ударному робити -- добра не злічити.
415,Як ударно робить стали --симулянтів розігнали.
415,"Будь ударником у полі, а не в протоколі."
415,"Де ударник робить, там пшениця родить,"
415,Працюю ударно -- живу гарно.
416,"Тепер що не колгоспниця, то й п'ятисотенниця."
416,"Я стара, та всі мене знають -- п'ятисотенницею величають."
416,"Праці пе боюся --3 праці я горджуся,"
416,"Не по віку пошана, а по чесному труду."
416,"Подвір'я знатне не новим тином, а орденоносцем сином."
416,Урядові нагороди підіймають дух народу.
416,Ми й чаркою не обнесені й на дошку пощани занесені.
416,"Працюй, як Озерний,-- будуть ниви в зерні."
416,"Якщо добре працюватимеш, честь і славу матимеш."
416,"Щоб високий врожай мати, треба техніку застосувати."
416,"Щоб добреє жито жати, треба техніку вивчати."
417,"Не важкі тепер жнива, бо є техніка нова,"
417,"Наука доходить, що й плуг сам ходить."
417,Велика сила -- колгоспна машина.
417,Колгоспна пшениця машину любить.
417,"Де машина походила - там пшениця уродила, а де рала волочили -там бур'яни зародили."
417,"Як почали машинами лани обробляти, втроє більший урожай стали збирати,"
417,У колгоспі машина молотить--луна по всьому світу котить.
417,"Де робить машина, че загине й зернина,"
417,"Де робить машина, там не болить спина."
417,"Покладайсь не на спину, а на машину."
417,"Віз--не машина, серп-- не косарка."
417,На колгоспному лану оре трактор цілину.
417,"Добре орати, як трактора поганяти!"
418,Трактором орати - не лопатою копати.
418,Для трактора межі немає.
418,"Де трактором ореться, там добре живеться.."
418,"Трактором робити -- краще в світі жити,"
418,"Як трактор гуде, то й хліб буде."
418,"Хто трактором поле оре й добриво вкладає, той з гектара більше має."
418,Поле трактором орем -- кращий урожай зберем.
418,"Де трактор ходить, там золота пшениця родить."
418,"Стали трактором орать, стало й хліба прибувать."
418,"Конем бідні орали -- хліба не мали, тепер орють трактори -- хліба повні закроми."
418,Трактором ораги -- хліба вдосталь мати.
418,"Коли трактор появився, урожай вдесятерився."
419,"У нашому колгоспі добре жить -- трактор оре, хліб біжить."
419,"Де трактор оре, там врожай, як море."
419,Землю трактор крає -- селянин сліває.
419,Трактор соху приорав.
419,"Соха не йшла, як земля суха; плуги заорали і луги, а трактори розорюють і гори."
419,"Коли орала сошка, було хліба трошки, а як трактор став орати - встигай хліба збирати."
419,"Відпочинь, сошко, - сказав дід Тимошка. - Тепер не твій час, є трактор у нас!"
419,Добрий тракторист-- що артист.
419,"Трактористів гріх --на полі огріх,"
419,Де коняка не везе -- допоможе ХТЗ.
419,"Коли нема пального -- трактор ні до чого,"
420,Не цурайся коня й трактора придбавши.
420,"Гарно, де трактора мають і коня поважають."
420,Трактор -- комбайнові рідний брат.
420,Комбайном косим - ніколи хліба не про-
420,"Коли комбайном почали робити в полі, хліба стало всім доволі."
420,"Коли жне комбайн у полі, маєм хліба ми доволі."
420,Самохідним комбайном зберем врожай негайно.
420,І негайно й охайно зберемо врожай комбай-
420,Хліба збирайте і про новий урожай дбайте.
420,За багатий урожай усі сили віддавай.
420,Кращий досвід вивчай -- добрий матимеш врожай.
420,Агромінімум вивчай - гарний матимеш врожай.
421,Агронаука - на урожай запорука.
421,"Без агронаук - колгоспник, як без рук."
421,За високий врожай агронома поважай.
421,Слухай агронома -- буде вдосталь хліба вдома.
421,"По-новому орем, сієм, бо науку розумієм."
421,Мічуріна наукою озброїмось -- садами родючими збагатимось.
421,"Не страшний нам суховій - поле в нас, що ліс густий."
421,В травні про пар дбай -- буде урожай.
421,"Чим чорніший пап, тим біліша паляниця."
421,Про землю піклуйся -- золотим зерном милуйся.
421,"По-новому живемо, по-новому ниви оремо."
421,"В нас колгоспи зеленіють, бо орать колгоспи вміють."
421,"Хліборобе, пам'ятай: вчасно зорана земля-то майбутній урожай!"
422,Щоб врожаї добрі мати — треба землю глибше орати.
422,Глибше орать--більше хліба мать.
422,Попіл в нас не пропадає -- лан колгоспний удобряє.
422,Даси землі суперфосфату -- збереш хліба повну хату.
422,"Хто землю добривами посипає, тому земля сторицею повертає."
422,Гній у поле одвезеш - більше хліба привезеш. .
422,"Той колгосп хліб має, який землю удобряє."
422,Клади гній густо -на току не буде пусто.
422,"Клади добрива хімічні густо, не буде на | полі пусто. !"
422,Підгодуєш рослину -- нагодуєш родину.
422,"Дай землі гній, зерно й машину -- вона озолотить трудову людину."
422,Найкращим зерном засівай--збереш високий урожай.
422,"Якісно посієш, добре пожнеш."
423,"Щоб мати урожай чудесний, застосовуй посів перехресний."
423,"Як прочистиш зерно, так і зійде воно."
423,"Очищали ми зерно, щоб родило і росло."
423,Не протруїш зерна -- вродить зона!.
423,Посієм добре й рано — буде врожай непоганий.
423,Посієш впору - збереш зерна гору.
423,"Вчасно посієш, вчасно пожнеш — добре заживеш."
423,Посіє колгосп вчасно--вродить пшениця рясно.
423,Посіє колгосп впору -- буде що везти в комору.
423,Борись за стислі строки сівби і не послаблюй боротьби!
423,"Слідкуй, щоб на сіві не було обсівів."
424,Зробиш вчасно--і на трудодень буде рясно.
424,Не пропускай найкращих днів--як щітку матимеш посів. й На годину спізнишся --за рік не доженеш.
424,Працюй по правді коло жита -- буде всьому колгоспу сито.
424,"Чи поганий, чи добрий май--у колгоспі хліб родить, як гай."
424,"Колгоспники радіють, як ниви зеленіють."
424,Бур'ян -- ворог врожаю.
424,"Бур'яни цвітуть, а кукурудза в'яне."
424,Бур'яни землю поганять.
424,"Слідкуй, щоб бур'яни не гнули ярини, бо бур'ян, як той пан: сам угору пнеться, а пшеничка до землі гнеться."
424,Бур'ян знищуєш - урожай підвищуєш.
424,Бур'ян пирію питається: «Де наша рідня дівається?»
425,Де чисті родючі ниви — то наші колективи.
425,В колективах чиста нива і багаті жнива.
425,"Як посієш кукурудзу в рівненькі квадрати, будеш завжди ти високий урожай збирати,"
425,"Буде кукурудза дорідна, якщо в неї сила гібридна."
425,Вміла праця тракториста -- кукурудза качаниста. |
425,Кукурудза добре родить--свиня з салом | ходить.
425,Кукурудзу шануєм — салом завжди частуєм.
425,"Де пошана кукурудзі, там завжди достаток, друзі."
425,Про кукурудзу дбатимеш -- достаток мати-
425,"Аж серце радіє, як кукурудза зеленіє!"
425,"Як не буде гірчаку, більше буде буряку."
426,Якщо в полі рівні всі рядки -- гарно вродять буряки.
426,Багато вродило буряка --гора цукру он
426,Колгоспна нива любить вчасні жнива.
426,Артільний хлібець не зміряєш на гарнець.
426,"Гарний соловей голосом, а колгосп колосом."
426,Пшениця колоситься -- життя веселиться.
426,"Яка пшениця, така й паляниця."
426,"Радість на лицях, бо врожай на полицях."
426,"Ні меж, ні краю колгоспному врожаю."
426,Про свій колгосп постійно дбай і сусіднім допомагай.
426,Закінчив свою роботу --проявляй про сусіда турботу.
426,"Живуть, як діти рідні, два колгоспи сусідні."
427,"Смілі йдуть на цілину, як ходили на війну."
427,Казахстану і Алтаю весь народ допомагає.
427,"В цілину, на перелоги знайшов трактор вже дорогу."
428,"За величні діла — слава партії, Леніну хвала!"
428,"Два сонця має земля: одно світить з неба, а друге--з Кремля."
428,Сонце світить із Кремля -- вільна й радісна наша земля.
428,Від Московського Кремля земля щастям зацвіла.
428,Вся радянська земля зігріта сонцем з Кремля.
428,"Як з Кремля стало сонце сіяти, стала наша Україна буйним цвітом розквітати."
428,"Як стали у влади комуністи--є що пити, є що їсти."
429,Партії голос -- це вугілля й колос.
429,Партійний керівник нам в житті помічник.
429,З комуністами і гори можна перевернути.
429,"Живемо -- не плачемо, бо добро скрізь бачимо."
429,"Щоб добре жити, треба працю любити."
429,Чесна праця -- наше багатство.
429,"Чесно робити -- весь вік багатіти,"
429,Чесно робити -- гарно жити.
429,"Щоб вволю всього мати, треба чесно працювати."
429,Чесно працювати - в хаті вдосталь добра мати.
429,Працюватимеш вволю - матимеш долю.
429,Сказав Ілліч: працюй ударно — житимеш гарно.
429,"Той, хто трудиться на славу, той збагачує державу."
430,Будем добре працювати -- до зір славу Вітчизни піднімати.
430,"Щастя в праці, радість в житті - це до комунізму путі. |"
430,Щасливо живем ми нині — хвала й честь у нас трудящій людині.
430,"Жити стало краще, жити стало веселіше!"
430,"Коли весело живеться, до роботи серце рветься."
430,"Коли добре жити, то гарно й робити."
430,"Посій труд, а слава вродить."
430,"Тільки на нашій радянській землі щастя усміхається. ""Щасливі щастя не шукають."
430,Щасливе тепер наше життя -- старому не буде повік вороття.
430,Розцвіло наше життя -старому нема вороття.
430,Геть пішло з країни горе — розлилося щастя морем.
431,"Жити й працювати в радянський час--це щастя і радість для нас,"
431,"По-радянському працюєм, по-заможному живем."
431,"Як був цар Микола, то була країна наша гола."
431,"Цар любив карати, чиновники -- хабар брати, пани--шкуру драти."
431,До революції жили -- гіркі сльози лили.
431,"Хто при панах жив, той в морі горя плив,"
431,"Колись працював, аж піт виступав, та нічого не мав."
431,"Робили на ката грудьми, але не були ! людьми,"
431,"Багачі на печі сиділи та калачі їли, а бідні ча їх робили. ."
431,Колись ми жили -- тільки сльози лили.
431,"Мені було що вдень, що вночі,- все поночі,"
432,Панський» атлас був од нас.
432,Раніш було куди глянь — все панський лан.
432,"Добре, що наші діти про панів знають тільки з букварів."
432,"Люди раніш бідували, та, бідуючи, серце гартували."
432,"Іскра тліла, поки весь люд освітила."
432,"Тепер те сталося, про що раніш в казці розповідалося."
432,"Були в неволі, ходили голі, як добились волі -- добра в нас доволі."
432,"Тепер можна пишатися, бо є у що прибратися. ."
432,"Тепер радісно нам жити, бо стали не на панів, а на себе робити."
432,Тепер радісно нам жити: не панам--собі робити. |
432,"Раніш жили — сльози лили, тепер живемо — щастя куємо."
433,"Колись бідні нічого не мали, а тепер у колгоспі заможні стали. |"
433,"Сам газдував -- нічого не мав, у колгосп прийшов -- щастя знайшов."
433,"Сама жила -- пропадала, в колгосп пішла--заможна стала. -"
433,У колгоспі Настя знайшла своє щастя.
433,"Раніш у мільйонерів жито жали, а тепер мільйонерами колгоспи стали."
433,"Ні, не бідні ми тепер — весь колгосп мільйон."
433,З колективної пори в нас заможні всі двори.
433,"Колгосп -- сила наша, що не хата -- повна чаша."
433,"Все добро колгоспник має, бо Радянська влада дбає."
433,"У колгоспника Їлія і хата вкрита, і сім'я сита."
433,Зажив у колгоспі — збудував хату на помості.
434,"Як життя кращає, то і вік довшає."
434,"Погордися красою, коли йдуть діла горою."
434,У нашій радянській оселі--всі люди веселі.
434,"І дома, і в полі --всього маємо доволі."
434,Спасибі Іллічу — у нас хліба досхочу.
434,Життя щасливе дає нам сили — виконаєм п'ятирічку ми за чотири.
434,Од села до села --добрі скрізь у нас діла.
434,"Тепер і місто, і село однаково розцвіло."
434,У нас місто вперед іде--ї село веде.
434,З міста до села залізниця лягла.
434,Спасибі Іллічу — електрикою свічу.
434,Електрика в село біжить - заможно всюди стало жить. !
435,"Тепер кожна ніч зоряна, бо артіль електрифікована."
435,Села тепер вже не пізнать — електролампи скрізь горять.
435,"Електрика рухає все, добро і щастя народу несе. ."
435,Нові автотраси -- селам окраси.
435,"Стали тепер ми заможні й щасливі, бо щастя знайшли у своїм колективі."
435,В працьовитім колективі всі заможні і щасливі.
435,"Живемо культурно, гарно-- не пропадає в нас час марно."
435,"Щоб культурно жити, треба працю любити."
435,"Чим сміливіша думка, тим могутніша людина."
435,У радянських людей сміливі мрії і героїчні дії.
435,"В роботі настирливий, в навчанні допитливий."
435,"Неписьменний час минув - кожний грамоту здобув, | й"
436,"Раніш лише ті вчились, що панами родились. Тепер без перешкоди беруть знання народи."
436,Радянська наука визволила людей від муки.
436,| Радянська наука розв'язує очі Й руки.
436,З наукою оподружила — світлий шлях в життя відкрила.
436,"Де більше науки, там менше муки, |"
436,Навчання і труд поруч ідуть. '
436,Учись новому на зло старому.
436,Здобудеш освіту -- побачиш більше світу.
436,Вище станеш -- далі бачиш.
436,У хорошої справи добрі крила.
436,Крила міцніють в польоті.
436,"Чим думка буде вище сягати, тим ясніше Вітчизна буде процвітати."
436,"Учися, як Ленін, то й будеш ленінцем."
437,"Ленінцем будь не званням, а ділами й знанням."
437,"Без ленінської науки, як без рук."
437,"Тепер нам треба радіти, бо в нас вчаться старі й діти."
437,Учиться -- завжди пригодиться.
437,"Не гордись званням --гордись знанням. Газету читаю, тому усе й знаю."
437,Газета для людини--що вікна для хатини.
437,"Щоб правду знати, треба книжку читати."
437,-Марна праця без науки -- взяв «колгоспник книгу в руки.
437,"Книга мовчить, та багато вчить."
437,"Книжка - найкращий товариш. Книжку читай, розуму набирай!"
437,"Книгу полюбив --знаннями себе збагатив,"
438,"Колись на селі були пісні сумні, а тепер на радянській землі цвітуть, як мак навесні. Ті пісні любі, що внесуть радість межи люди."
438,"Нам приносить кожен день тисячи нових пісень, люди пісень складають, про нове життя співають."
438,З піснею дружити --в роботі не тужити.
438,Робота пісню і відпочинок любить.
438,"Що в піснях співається, те в житті збувається, |"
438,Про нові дні складаємо нові пісні. Жити стало веселіше--і співаєш голосні-
438,"Оті серцем не старіють, які щирі слова сіють. У колбуд ходжу й ходила, бо освіту полюбила. - | !"
438,Без колгоспного будинку нема розваги й відпочинку; с: й
439,У-гарний колбуд прямує увесь люд. .
439,"Тепер одне знай: учись, працюй, співай!"
439,Радянська влада прийшла -- жінка щастя знайшла.
439,"Колись жінка тільки й знала -- від печі до порога, а тепер в нашій країні найщасливіша їй. дорога. Й"
439,"Раніше жінка--до рогача, а тепер-- до державного керма. :"
439,"Раніше жила я брудна, як мара,- тепер у колгоспі цвіту, мов зоря. . п з"" Колись бідувала --тепер лікарем стала."
439,"Красна хата углами, бо багата трудоднями. '"
439,"Женитися гадаєш, а скільки трудоднів маєш? ше"
439,"За ледарем не буду, за ударника піду."
439,"Вибирай жінку не в п'янці, а в ланці."
440,"Де роботяща молодиця, там чиста світлиця."
440,"Не славиться красавиця, а славиться ударниця."
440,Тракториста любить -- треба гарно робить.
440,"Дівчина, як пава,- героїнею стала."
440,"Дівчина, як вишня, ще й героєм вийшла."
440,"Весна красна днями, дівка -- трудоднями."
440,"о Наречена славиться трудоднями, а не подушками. '"
440,"Жінка — не рукавиця, мінятися жінку не годиться."
440,"Тесть-інженер, зять -- комбайнер, дочка-знатна ланкова--от і сім'я нова Батько -- інженер, син--комбайнер, дочка-знатна ланкова --от і сім'я нова."
440,"Як під сонцем цвітуть квіти, так живуть радянські діти. ."
440,"Цвітуть наші діти, як пишні квіти."
441,"В яслах діти, як рожеві квіти."
441,Діти -- наше майбутнє.
441,"Не вчи дитини штурханцями, а хорошими слівцями."
441,"Батько, мати в колективі-то й діти щасливі."
441,"Колись було на старості хоч в дочки, хоч в сина — лиха година, зараз і на старості живемо не без радості."
